emotion,gender,age,isView,isImpression,dwellTime,mask,sessionTime,zoneId,direction,deviceId,timestamp,deviceName,attentionTime
HAPPY,FEMALE,24.758620689655171,11,29,1.3551567909731106,0,4.0670186836144016,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,1.3551567909731106
FEAR,MALE,29.919999999999998,5,50,0.702037334209308,0,3.6825341248512267,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,0.702037334209308
SURPRISED,FEMALE,27.068965517241381,4,29,0.56999035903977024,0,6.3277375841962868,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,0.56999035903977024
SAD,MALE,27.173184357541892,189,358,3.6286207649345479,0,7.6569772284457125,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,3.6286207649345479
ANGRY,FEMALE,26.558139534883722,14,43,2.3957446720451112,0,4.56456147931343,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,2.3957446720451112
DISGUST,FEMALE,27,0,2,0,0,1.505317211151123,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,0
DISGUST,MALE,32,0,6,0,0,1.6345900694529214,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,0
ANGRY,MALE,27.161016949152543,32,118,1.3264403687790041,0,4.1158925188800026,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,1.3264403687790041
HAPPY,MALE,27.952941176470588,49,85,1.9815862121794259,0,5.644697955776663,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,1.9815862121794259
NEUTRAL,FEMALE,25.887755102040817,54,98,4.3875995750060754,0,6.9663204392608336,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,4.3875995750060754
,,0,491,24399,1.8574367069514515,208,6.9217506383467953,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,1.8574367069514515
NEUTRAL,MALE,27.579207920792079,97,202,2.9518886269639726,0,8.1848166387269981,,,d5ed0f392a414,2023-09-14 00:00:00,CERTUS Surco,2.9518886269639726
SAD,FEMALE,24.751091703056765,117,229,4.7518924478660614,0,9.61476026716191,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,4.7518924478660614
SURPRISED,MALE,28.944444444444446,20,54,1.9359890624764375,0,8.9464551795412,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,1.9359890624764375
NEUTRAL,MALE,27.288461538461544,145,312,2.5461443147519556,0,6.9183892661180257,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,2.5461443147519556
SURPRISED,FEMALE,26.428571428571427,5,21,2.4405530558692083,0,5.5635480710438321,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,2.4405530558692083
DISGUST,FEMALE,30.444444444444443,3,9,1.1383977135022481,0,1.9380984836154513,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,1.1383977135022481
ANGRY,FEMALE,26.718309859154932,37,71,2.0239520650753313,0,6.053346747243908,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,2.0239520650753313
SAD,MALE,26.786206896551732,109,290,3.17210886047946,0,8.38811577907924,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,3.17210886047946
HAPPY,FEMALE,26.938461538461542,38,65,2.6694275332041659,0,5.257522475719453,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,2.6694275332041659
HAPPY,MALE,28.224137931034484,55,116,3.5817345455079606,0,7.7370087586600205,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,3.5817345455079606
